cleanup_id,gvp_id,complaint_id,cleaned_date,response_time_hours,waste_collected_kg,cost_estimate,cleaned_by
CL01741,GVP219,C03129,2025-04-18,68,114.5,761.74,Team C
CL01742,GVP117,C02606,2025-04-03,60,69.5,435.97,Team D
CL01743,GVP012,C02049,2027-01-02,64,221.4,1167.24,Team D
CL01744,GVP089,C02004,2025-12-20,24,107.0,654.61,Team D
CL01745,GVP213,C02852,2026-08-29,41,180.2,952.4,Team B
CL01746,GVP291,C02524,2025-01-24,34,69.0,386.81,Team A
CL01747,GVP201,C01661,2025-10-29,48,105.0,584.41,Team A
CL01748,GVP131,C01695,2025-08-20,46,282.7,1480.99,Team C
CL01749,GVP158,C00937,2025-10-20,70,167.7,707.03,Team A
CL01750,GVP178,C02097,2026-06-27,37,153.7,911.55,Team A
CL01751,GVP121,C01246,2026-10-20,58,41.8,400.28,Team B
CL01752,GVP074,C03542,2025-07-11,82,103.7,711.21,Team A
CL01753,GVP068,C03386,2025-11-18,52,126.4,835.8,Team D
CL01754,GVP083,C02200,2025-11-04,111,78.7,487.69,Team A
CL01755,GVP071,C01501,2026-08-19,18,141.9,724.89,Team A
CL01756,GVP083,C03232,2025-10-07,38,53.7,290.4,Team A
CL01757,GVP114,C00057,2026-02-21,54,110.9,656.3,Team B
CL01758,GVP146,C02255,2026-02-13,147,199.6,942.11,Team C
CL01759,GVP260,C03871,2026-11-01,66,77.9,460.39,Team B
CL01760,GVP065,C03029,2025-05-04,215,277.3,1672.5,Team A
CL01761,GVP133,C01998,2026-06-19,85,126.0,620.05,Team A
CL01762,GVP208,C00550,2026-10-09,116,249.5,996.02,Team A
CL01763,GVP115,C00940,2025-10-18,38,102.0,723.51,Team C
CL01764,GVP289,C03929,2025-09-11,51,86.9,501.08,Team C
CL01765,GVP027,C01726,2026-06-30,30,159.3,853.37,Team A
CL01766,GVP208,C02930,2025-03-09,90,125.5,647.93,Team A
CL01767,GVP153,C03924,2025-10-07,105,106.0,596.37,Team D
CL01768,GVP227,C03378,2025-02-03,51,158.6,818.3,Team A
CL01769,GVP188,C03274,2025-02-11,119,65.2,319.54,Team C
CL01770,GVP137,C01242,2025-03-31,35,96.8,513.98,Team A
CL01771,GVP192,C01691,2026-04-20,114,140.2,640.35,Team D
CL01772,GVP299,C00172,2026-02-04,211,63.5,392.92,Team B
CL01773,GVP296,C03675,2026-01-19,26,107.2,506.48,Team B
CL01774,GVP120,C00665,2025-04-28,65,185.5,1125.91,Team A
CL01775,GVP055,C02410,2025-07-17,71,41.8,290.31,Team A
CL01776,GVP223,C01164,2026-10-10,34,151.1,846.64,Team B
CL01777,GVP056,C02698,2026-01-17,85,57.7,417.9,Team B
CL01778,GVP158,C01538,2025-06-12,42,51.0,356.25,Team C
CL01779,GVP252,C02931,2026-12-24,43,135.8,792.04,Team D
CL01780,GVP273,C03116,2025-11-05,71,137.3,662.22,Team A
CL01781,GVP180,C00303,2026-12-12,34,94.9,497.37,Team A
CL01782,GVP069,C00721,2025-06-21,116,231.0,1337.12,Team B
CL01783,GVP019,C00954,2025-08-14,16,36.8,286.59,Team D
CL01784,GVP106,C01758,2025-09-21,186,278.2,1598.32,Team B
CL01785,GVP036,C02126,2025-05-31,21,251.3,1248.58,Team D
CL01786,GVP019,C01948,2026-10-04,46,158.1,769.03,Team A
CL01787,GVP075,C03218,2026-01-20,28,206.7,1168.58,Team A
CL01788,GVP300,C00063,2026-02-06,63,55.3,398.05,Team A
CL01789,GVP189,C03549,2026-05-07,86,157.9,863.04,Team B
CL01790,GVP004,C03593,2026-05-05,56,238.9,1349.79,Team C
CL01791,GVP158,C03058,2025-08-05,57,83.5,565.87,Team A
CL01792,GVP081,C00472,2026-12-23,25,69.2,456.12,Team B
CL01793,GVP275,C03702,2027-01-01,53,34.2,189.87,Team A
CL01794,GVP124,C03152,2026-06-02,32,133.9,642.15,Team C
CL01795,GVP274,C01810,2025-12-18,63,234.6,1032.45,Team B
CL01796,GVP292,C02448,2026-01-07,45,276.2,1382.92,Team C
CL01797,GVP067,C03774,2026-11-03,83,44.3,381.36,Team A
CL01798,GVP230,C01579,2025-07-16,73,56.5,447.11,Team A
CL01799,GVP069,C00409,2025-07-12,36,115.2,547.02,Team C
CL01800,GVP140,C00605,2025-08-20,25,104.9,631.41,Team B
CL01801,GVP179,C03873,2026-11-11,113,188.6,820.37,Team C
CL01802,GVP012,C03569,2025-08-21,110,86.5,446.32,Team D
CL01803,GVP059,C00194,2026-05-17,31,147.3,935.69,Team A
CL01804,GVP179,C03475,2025-02-16,40,142.7,784.73,Team A
CL01805,GVP026,C00465,2025-01-19,25,209.8,1207.83,Team D
CL01806,GVP229,C02947,2026-12-23,16,66.0,415.43,Team C
CL01807,GVP295,C02905,2026-08-26,27,174.8,985.12,Team C
CL01808,GVP040,C00883,2025-09-11,41,172.8,997.09,Team B
CL01809,GVP185,C00131,2025-02-07,82,68.3,487.38,Team B
CL01810,GVP109,C03207,2025-11-17,23,290.3,1409.75,Team A
CL01811,GVP172,C01824,2026-11-17,38,156.4,635.97,Team C
CL01812,GVP037,C01385,2025-10-28,32,320,1695.53,Team C
CL01813,GVP187,C03679,2025-09-05,20,53.6,277.76,Team B
CL01814,GVP104,C01230,2026-12-04,188,144.4,794.05,Team B
CL01815,GVP277,C02018,2026-03-22,41,158.0,744.07,Team B
CL01816,GVP213,C02564,2025-07-22,42,154.5,742.48,Team C
CL01817,GVP068,C01301,2026-11-24,62,113.0,590.29,Team B
CL01818,GVP129,C00926,2026-03-05,12,98.4,523.87,Team A
CL01819,GVP179,C03852,2025-08-21,29,127.2,581.23,Team A
CL01820,GVP172,C02616,2025-02-03,47,104.4,690.58,Team A
CL01821,GVP162,C00707,2026-12-23,60,168.5,809.66,Team B
CL01822,GVP124,C02486,2026-04-15,37,91.0,610.14,Team D
CL01823,GVP008,C00124,2025-07-08,37,93.2,624.86,Team C
CL01824,GVP216,C00847,2026-01-23,126,101.2,543.97,Team B
CL01825,GVP067,C00032,2025-11-29,23,151.1,689.34,Team B
CL01826,GVP294,C02720,2026-02-02,18,258.8,1488.52,Team D
CL01827,GVP048,C01304,2025-04-07,28,148.2,688.14,Team A
CL01828,GVP287,C00154,2026-11-14,23,113.4,681.94,Team D
CL01829,GVP128,C02282,2026-04-04,48,101.8,536.33,Team B
CL01830,GVP068,C02957,2026-02-19,54,156.8,952.53,Team B
CL01831,GVP028,C03773,2025-02-28,31,121.5,796.12,Team D
CL01832,GVP003,C00729,2025-09-18,173,105.3,715.91,Team B
CL01833,GVP219,C00920,2026-01-30,141,88.2,602.53,Team C
CL01834,GVP272,C01033,2026-07-03,191,207.6,1167.46,Team B
CL01835,GVP163,C02999,2026-05-09,110,81.2,363.8,Team D
CL01836,GVP094,C00656,2026-08-01,50,133.9,681.82,Team D
CL01837,GVP192,C03203,2025-11-05,36,62.3,412.46,Team B
CL01838,GVP089,C03267,2025-10-10,65,139.6,780.43,Team C
CL01839,GVP294,C01612,2026-05-12,90,87.0,514.56,Team B
CL01840,GVP223,C03844,2025-10-06,46,119.8,809.18,Team A
CL01841,GVP204,C01841,2026-03-17,38,236.7,1094.43,Team A
CL01842,GVP277,C03582,2026-02-13,114,121.0,668.74,Team B
CL01843,GVP192,C02302,2025-07-22,29,62.6,430.11,Team D
CL01844,GVP207,C00815,2025-11-23,19,111.6,618.87,Team C
CL01845,GVP003,C01839,2026-02-26,10,157.8,865.65,Team A
CL01846,GVP183,C02217,2026-04-02,53,125.2,730.73,Team A
CL01847,GVP068,C00435,2026-09-05,23,109.4,571.67,Team A
CL01848,GVP272,C00719,2026-06-01,44,138.3,705.93,Team C
CL01849,GVP012,C00985,2026-02-27,129,232.5,1374.14,Team D
CL01850,GVP262,C00805,2025-07-01,24,182.9,1054.78,Team A
CL01851,GVP129,C01357,2026-03-30,86,60.4,293.25,Team B
CL01852,GVP001,C00010,2025-07-23,41,148.3,892.68,Team A
CL01853,GVP234,C01911,2025-09-22,120,266.2,1376.62,Team D
CL01854,GVP018,C01930,2026-10-09,115,66.1,327.43,Team D
CL01855,GVP059,C02949,2025-02-17,76,137.1,870.46,Team A
CL01856,GVP056,C00850,2025-05-22,16,127.4,704.97,Team C
CL01857,GVP053,C01263,2025-01-24,67,58.4,365.85,Team C
CL01858,GVP143,C01635,2026-11-27,188,140.1,752.28,Team B
CL01859,GVP226,C01646,2025-07-15,78,235.0,1371.09,Team A
CL01860,GVP108,C03242,2026-02-21,47,173.6,698.29,Team D
CL01861,GVP093,C02585,2026-04-05,54,206.4,1192.4,Team A
CL01862,GVP135,C01404,2026-03-04,126,100.2,628.17,Team B
CL01863,GVP111,C03625,2026-10-14,80,92.4,446.31,Team D
CL01864,GVP020,C03100,2025-02-20,59,104.7,573.58,Team C
CL01865,GVP122,C03282,2025-02-03,17,57.9,383.21,Team A
CL01866,GVP265,C01366,2025-10-07,14,189.6,1120.12,Team D
CL01867,GVP299,C02478,2025-09-17,52,173.3,770.68,Team D
CL01868,GVP165,C02100,2026-11-03,105,54.9,292.12,Team D
CL01869,GVP264,C02033,2025-11-10,43,171.2,858.04,Team C
CL01870,GVP239,C02203,2025-10-28,54,107.9,569.22,Team C
CL01871,GVP052,C03194,2025-11-13,117,147.0,662.53,Team D
CL01872,GVP194,C02153,2025-03-29,51,76.8,418.22,Team C
CL01873,GVP037,C03535,2026-07-08,45,121.6,686.73,Team B
CL01874,GVP249,C03316,2026-10-18,45,75.1,382.61,Team A
CL01875,GVP090,C01311,2026-07-20,55,260.3,1340.49,Team A
CL01876,GVP240,C01797,2025-09-28,33,151.9,887.61,Team A
CL01877,GVP140,C02539,2026-04-10,52,84.8,565.22,Team B
CL01878,GVP116,C01121,2025-01-15,22,185.2,897.24,Team B
CL01879,GVP034,C01925,2025-08-05,67,62.0,381.12,Team A
CL01880,GVP262,C01852,2025-07-26,23,99.7,543.59,Team C
CL01881,GVP253,C03186,2025-05-19,39,145.7,731.85,Team B
CL01882,GVP049,C00833,2025-03-04,43,66.6,403.4,Team C
CL01883,GVP214,C00119,2026-07-01,53,113.8,500.23,Team D
CL01884,GVP120,C00735,2025-01-16,36,320,1861.79,Team C
CL01885,GVP126,C00228,2026-09-09,77,80.9,481.43,Team B
CL01886,GVP193,C02080,2025-05-19,26,97.5,504.87,Team A
CL01887,GVP228,C01160,2026-03-30,21,108.5,510.44,Team B
CL01888,GVP137,C03331,2025-06-01,48,149.5,1007.14,Team C
CL01889,GVP200,C01437,2026-06-01,48,204.7,836.51,Team D
CL01890,GVP272,C02222,2025-04-25,72,118.7,547.64,Team A
CL01891,GVP115,C02275,2025-06-28,44,109.0,711.5,Team D
CL01892,GVP116,C01958,2025-05-01,14,109.0,612.24,Team C
CL01893,GVP218,C01148,2026-11-19,98,273.4,1386.37,Team B
CL01894,GVP026,C02506,2025-12-22,62,107.2,560.52,Team D
CL01895,GVP067,C03705,2025-12-10,44,104.0,434.95,Team C
CL01896,GVP181,C03163,2026-08-27,20,320,1566.1,Team C
CL01897,GVP135,C01295,2026-08-14,42,106.7,563.3,Team B
CL01898,GVP060,C01524,2026-02-17,48,177.3,692.0,Team B
CL01899,GVP124,C01597,2026-12-16,127,153.6,715.04,Team B
CL01900,GVP059,C02040,2025-06-21,73,45.5,355.58,Team B
CL01901,GVP047,C01405,2026-05-08,33,101.5,528.8,Team C
CL01902,GVP243,C00898,2025-11-16,56,120.0,554.44,Team C
CL01903,GVP288,C00525,2026-06-07,20,78.2,412.5,Team B
CL01904,GVP110,C02247,2026-09-30,46,320,1354.65,Team B
CL01905,GVP072,C03830,2025-02-15,11,78.0,426.36,Team C
CL01906,GVP292,C03094,2025-10-29,25,168.0,785.59,Team C
CL01907,GVP216,C02062,2026-02-22,16,73.7,506.55,Team B
CL01908,GVP140,C00069,2026-07-24,61,41.3,287.41,Team B
CL01909,GVP128,C00760,2026-02-06,52,46.0,355.03,Team B
CL01910,GVP088,C01551,2025-06-27,22,135.7,718.4,Team D
CL01911,GVP170,C01964,2025-10-19,33,71.9,478.92,Team C
CL01912,GVP203,C03269,2025-09-09,41,220.6,1084.38,Team D
CL01913,GVP089,C02580,2025-03-18,100,88.8,472.08,Team C
CL01914,GVP147,C02789,2026-01-12,54,106.2,596.68,Team B
CL01915,GVP114,C03424,2026-06-27,42,85.4,533.1,Team B
CL01916,GVP218,C03156,2026-07-13,26,112.3,775.97,Team D
CL01917,GVP098,C02307,2026-02-04,61,201.5,1070.1,Team C
CL01918,GVP286,C01626,2025-08-02,75,75.4,427.94,Team B
CL01919,GVP014,C01864,2026-10-13,83,88.8,567.09,Team C
CL01920,GVP209,C03888,2026-12-06,31,124.6,675.61,Team B
CL01921,GVP184,C00905,2025-01-29,35,96.2,617.46,Team C
CL01922,GVP027,C02743,2025-12-08,75,163.4,686.05,Team D
CL01923,GVP013,C02110,2025-11-28,115,112.5,652.16,Team B
CL01924,GVP059,C02197,2025-10-22,174,38.8,300.79,Team B
CL01925,GVP115,C00791,2026-11-04,95,158.2,884.22,Team C
CL01926,GVP146,C03868,2026-11-28,82,137.9,641.36,Team B
CL01927,GVP186,C03874,2026-06-30,23,129.9,812.95,Team C
CL01928,GVP002,C00357,2025-06-26,43,35.8,251.77,Team B
CL01929,GVP255,C01714,2025-03-21,245,191.2,795.44,Team D
CL01930,GVP124,C01378,2025-05-24,49,320,1725.1,Team A
CL01931,GVP213,C00734,2025-09-08,23,68.3,489.61,Team B
CL01932,GVP293,C02956,2025-02-22,31,123.7,663.58,Team A
CL01933,GVP180,C00225,2025-05-11,35,192.9,759.99,Team B
CL01934,GVP154,C03932,2025-09-27,32,167.3,1031.35,Team B
CL01935,GVP205,C01284,2026-09-26,27,105.8,695.2,Team C
CL01936,GVP009,C02701,2026-05-08,59,118.7,613.23,Team D
CL01937,GVP169,C03858,2026-06-06,41,141.6,775.92,Team A
CL01938,GVP082,C03154,2026-10-16,41,68.8,385.33,Team B
CL01939,GVP033,C01995,2025-12-26,120,251.6,1283.3,Team B
CL01940,GVP192,C03165,2026-12-30,45,146.6,780.69,Team C
CL01941,GVP241,C01037,2026-06-09,57,123.4,640.47,Team B
CL01942,GVP194,C03315,2026-04-05,60,83.3,553.55,Team C
CL01943,GVP075,C01493,2026-12-02,27,63.2,316.88,Team D
CL01944,GVP109,C03763,2026-12-11,68,92.8,547.24,Team B
CL01945,GVP086,C01474,2026-06-14,72,269.8,1539.61,Team C
CL01946,GVP120,C01956,2026-06-30,60,89.0,520.69,Team B
CL01947,GVP050,C00192,2025-03-25,28,143.8,650.39,Team D
CL01948,GVP224,C03321,2026-05-24,30,78.1,474.93,Team D
CL01949,GVP136,C02388,2025-07-01,114,80.9,525.74,Team D
CL01950,GVP016,C03925,2025-03-25,159,202.0,897.49,Team C
CL01951,GVP163,C02646,2025-12-15,34,116.3,605.86,Team B
CL01952,GVP277,C01963,2026-12-06,188,83.7,510.22,Team C
CL01953,GVP060,C03230,2025-06-05,56,178.0,830.61,Team C
CL01954,GVP224,C02571,2026-06-01,157,221.7,1209.1,Team B
CL01955,GVP266,C03729,2025-07-28,52,104.3,553.48,Team D
CL01956,GVP137,C02903,2026-03-16,62,124.0,723.16,Team C
CL01957,GVP061,C01112,2026-02-23,72,122.4,680.37,Team A
CL01958,GVP009,C00082,2025-11-07,44,73.5,400.11,Team D
CL01959,GVP033,C01183,2026-02-17,39,51.7,409.51,Team A
CL01960,GVP257,C01215,2025-06-04,66,142.3,752.21,Team A
CL01961,GVP292,C03863,2026-04-26,34,257.6,1182.51,Team C
CL01962,GVP264,C03042,2026-12-17,56,138.7,766.53,Team D
CL01963,GVP200,C01944,2026-06-09,20,132.2,669.96,Team C
CL01964,GVP145,C03814,2026-10-11,18,189.1,784.47,Team C
CL01965,GVP234,C00575,2026-04-09,34,177.9,1026.27,Team B
CL01966,GVP141,C03576,2025-10-24,78,93.1,559.1,Team D
CL01967,GVP040,C01235,2026-05-28,55,93.5,564.82,Team A
CL01968,GVP154,C02813,2025-04-12,55,71.2,425.81,Team C
CL01969,GVP031,C03505,2026-03-22,37,105.2,490.43,Team B
CL01970,GVP191,C00271,2025-07-24,39,60.9,390.36,Team D
CL01971,GVP105,C00174,2025-06-16,80,40.8,247.71,Team C
CL01972,GVP053,C01180,2026-11-07,38,118.7,687.65,Team B
CL01973,GVP052,C02567,2026-04-16,36,77.0,496.51,Team B
CL01974,GVP152,C00496,2026-04-22,40,131.7,742.79,Team B
CL01975,GVP240,C00784,2026-08-06,26,103.6,588.43,Team A
CL01976,GVP077,C00253,2025-02-16,17,120.7,663.09,Team C
CL01977,GVP279,C03983,2025-05-08,85,105.5,514.17,Team D
CL01978,GVP126,C01937,2026-12-12,97,96.9,401.63,Team D
CL01979,GVP279,C03012,2025-02-23,20,90.4,425.09,Team A
CL01980,GVP193,C02637,2025-09-30,23,73.1,474.64,Team C
CL01981,GVP152,C01321,2026-10-24,36,54.1,293.53,Team B
CL01982,GVP207,C03108,2026-11-20,120,64.5,337.62,Team C
CL01983,GVP263,C01768,2025-02-08,80,64.7,315.43,Team C
CL01984,GVP014,C01498,2025-01-27,35,83.1,561.01,Team A
CL01985,GVP231,C01063,2025-09-23,49,95.3,517.77,Team B
CL01986,GVP188,C02991,2025-06-12,36,119.8,695.95,Team C
CL01987,GVP085,C01561,2026-07-31,22,217.1,1239.8,Team D
CL01988,GVP160,C03423,2026-08-11,225,227.5,1175.0,Team D
CL01989,GVP219,C01654,2026-06-27,32,34.5,251.18,Team C
CL01990,GVP286,C00510,2026-07-30,40,144.3,808.44,Team C
CL01991,GVP224,C02579,2025-04-07,53,132.6,737.75,Team A
CL01992,GVP091,C02381,2025-01-18,43,130.0,668.42,Team D
CL01993,GVP294,C03146,2025-03-25,46,38.3,315.71,Team D
CL01994,GVP079,C02821,2026-07-24,65,192.1,941.98,Team C
CL01995,GVP287,C02121,2025-03-01,80,191.2,1118.45,Team A
CL01996,GVP292,C01122,2026-07-17,55,140.8,591.28,Team C
CL01997,GVP173,C00467,2025-05-10,40,185.2,1086.32,Team C
CL01998,GVP279,C00654,2026-04-11,52,44.8,363.1,Team B
CL01999,GVP190,C01611,2025-05-28,27,162.0,965.96,Team B
CL02000,GVP238,C00780,2026-05-21,32,102.1,619.48,Team B
CL02001,GVP073,C00626,2026-09-10,31,93.5,642.28,Team A
CL02002,GVP094,C02031,2026-05-09,55,158.9,946.7,Team D
CL02003,GVP029,C03220,2026-04-20,18,82.9,444.72,Team A
CL02004,GVP152,C00503,2025-08-22,73,145.3,759.45,Team C
CL02005,GVP297,C03641,2025-08-02,61,68.6,474.56,Team D
CL02006,GVP163,C03967,2025-01-04,34,46.8,330.83,Team C
CL02007,GVP185,C03178,2026-01-01,75,41.5,351.26,Team B
CL02008,GVP212,C03602,2026-02-28,136,64.9,512.48,Team B
CL02009,GVP002,C03204,2025-12-21,123,61.8,392.74,Team D
CL02010,GVP116,C01348,2025-11-11,55,49.7,406.05,Team C
CL02011,GVP035,C03209,2026-07-10,74,92.2,611.12,Team D
CL02012,GVP006,C03179,2026-05-09,74,47.7,399.73,Team B
CL02013,GVP026,C03393,2026-09-11,32,62.2,349.1,Team B
CL02014,GVP226,C02668,2026-02-20,131,66.7,495.29,Team D
CL02015,GVP007,C00333,2026-03-18,48,202.3,1094.22,Team A
CL02016,GVP300,C03353,2025-03-28,142,131.5,782.02,Team A
CL02017,GVP212,C03259,2025-10-05,45,239.1,1288.49,Team C
CL02018,GVP106,C02044,2026-09-18,50,47.5,343.87,Team D
CL02019,GVP112,C00348,2025-04-01,31,102.3,567.11,Team D
CL02020,GVP193,C03124,2025-02-28,43,90.3,503.96,Team A
CL02021,GVP151,C00569,2026-05-14,80,160.7,925.93,Team B
CL02022,GVP286,C00299,2026-01-03,26,72.5,426.07,Team C
CL02023,GVP020,C01618,2026-12-06,67,320,1663.44,Team A
CL02024,GVP028,C00661,2026-05-06,123,91.7,629.54,Team B
CL02025,GVP066,C01060,2025-05-09,59,163.9,827.19,Team C
CL02026,GVP155,C02026,2025-02-13,74,84.8,486.32,Team D
CL02027,GVP294,C00397,2025-03-01,97,210.5,906.1,Team D
CL02028,GVP227,C02644,2025-03-05,47,128.6,530.4,Team A
CL02029,GVP271,C02407,2026-04-27,43,61.5,465.58,Team A
CL02030,GVP221,C03180,2025-11-03,55,106.9,631.44,Team D
CL02031,GVP092,C01787,2026-03-19,140,45.5,268.73,Team C
CL02032,GVP208,C03553,2026-06-28,21,259.5,1350.05,Team C
CL02033,GVP232,C00549,2025-01-26,43,69.2,468.37,Team A
CL02034,GVP120,C03640,2025-11-20,50,72.6,374.34,Team B
CL02035,GVP287,C00052,2025-07-13,92,211.2,1103.57,Team A
CL02036,GVP208,C01145,2026-09-11,59,215.3,1160.46,Team D
CL02037,GVP184,C00596,2025-03-21,96,199.9,874.33,Team B
CL02038,GVP168,C02494,2026-03-05,51,82.5,465.13,Team B
CL02039,GVP251,C00473,2026-06-29,53,252.4,1090.65,Team C
CL02040,GVP123,C03298,2026-06-15,106,319.5,1690.91,Team C
CL02041,GVP115,C00024,2026-10-02,61,290.0,1748.57,Team B
CL02042,GVP236,C02146,2025-05-16,103,210.5,1195.89,Team C
CL02043,GVP077,C00064,2025-05-15,107,230.2,1221.27,Team D
CL02044,GVP004,C00037,2025-11-12,23,318.1,1882.82,Team D
CL02045,GVP104,C00857,2025-09-17,111,155.7,911.74,Team B
CL02046,GVP099,C01224,2025-08-20,19,131.5,840.02,Team A
CL02047,GVP165,C03696,2026-03-16,84,114.1,544.16,Team A
CL02048,GVP216,C02768,2025-10-06,112,208.7,965.68,Team A
CL02049,GVP164,C00367,2025-03-20,30,192.3,877.37,Team B
CL02050,GVP281,C03759,2026-06-09,65,164.8,1031.15,Team C
CL02051,GVP001,C02326,2026-04-20,23,66.6,525.13,Team B
CL02052,GVP190,C00092,2026-11-01,31,142.5,813.27,Team A
CL02053,GVP271,C00853,2025-06-11,72,76.8,445.73,Team A
CL02054,GVP165,C01672,2026-04-16,97,51.8,352.97,Team D
CL02055,GVP004,C01434,2025-12-11,66,60.3,474.68,Team D
CL02056,GVP122,C00928,2026-01-15,63,191.5,983.94,Team A
CL02057,GVP140,C02514,2026-09-16,42,154.5,899.9,Team B
CL02058,GVP073,C00153,2026-07-20,126,66.3,305.6,Team A
CL02059,GVP293,C03824,2025-03-23,76,112.7,674.4,Team B
CL02060,GVP177,C00379,2026-09-15,51,162.3,901.66,Team C
CL02061,GVP175,C02708,2026-04-27,54,107.2,501.11,Team B
CL02062,GVP200,C02438,2026-11-20,30,307.1,1616.96,Team A
CL02063,GVP106,C03770,2025-01-20,74,63.4,404.57,Team C
CL02064,GVP298,C00770,2026-08-22,45,229.4,1275.09,Team C
CL02065,GVP110,C01990,2026-06-03,38,84.5,572.63,Team C
CL02066,GVP212,C00130,2026-07-27,17,320,1688.37,Team A
CL02067,GVP186,C02098,2026-02-11,20,278.2,1536.82,Team D
CL02068,GVP213,C02639,2025-01-10,65,164.0,745.16,Team D
CL02069,GVP054,C02446,2025-11-23,77,124.2,522.84,Team B
CL02070,GVP050,C00512,2026-09-26,98,56.0,412.71,Team B
CL02071,GVP083,C01909,2026-02-19,52,103.7,478.59,Team A
CL02072,GVP196,C03223,2026-03-19,11,86.4,575.43,Team A
CL02073,GVP133,C01104,2025-04-28,40,140.1,602.91,Team C
CL02074,GVP041,C02193,2026-12-29,10,94.2,546.21,Team C
CL02075,GVP293,C01531,2026-11-11,24,285.6,1419.12,Team C
CL02076,GVP212,C01035,2025-04-05,65,215.7,1109.85,Team C
CL02077,GVP170,C03229,2025-12-11,76,68.3,441.53,Team C
CL02078,GVP230,C00326,2026-07-14,96,144.8,692.13,Team C
CL02079,GVP220,C00436,2026-08-16,76,205.9,1176.34,Team C
CL02080,GVP164,C01541,2025-08-02,32,183.5,969.44,Team B
CL02081,GVP198,C03883,2026-10-19,48,90.9,546.5,Team C
CL02082,GVP097,C03127,2026-11-15,26,108.3,705.84,Team C
CL02083,GVP231,C03319,2025-07-21,20,138.0,630.6,Team C
CL02084,GVP186,C02433,2026-10-11,32,184.2,801.22,Team B
CL02085,GVP044,C00136,2025-10-20,33,60.6,449.21,Team A
CL02086,GVP200,C01102,2026-04-02,80,57.7,476.12,Team C
CL02087,GVP182,C01652,2026-08-27,21,57.4,330.35,Team C
CL02088,GVP135,C01769,2026-04-17,109,153.7,901.2,Team D
CL02089,GVP263,C01081,2025-07-30,32,82.1,575.89,Team C
CL02090,GVP190,C03713,2026-06-20,27,245.0,1461.98,Team D
CL02091,GVP144,C02569,2025-05-07,44,210.4,1160.98,Team B
CL02092,GVP135,C00047,2025-06-28,46,244.6,1415.52,Team B
CL02093,GVP221,C02650,2025-06-26,133,109.3,576.43,Team C
CL02094,GVP112,C00319,2025-03-20,74,156.1,919.1,Team B
CL02095,GVP082,C01326,2026-06-06,58,246.1,1484.72,Team C
CL02096,GVP098,C00917,2026-07-05,89,320,1628.03,Team A
CL02097,GVP087,C03120,2025-09-02,54,320,1537.79,Team C
CL02098,GVP006,C00700,2026-07-30,104,62.6,477.41,Team B
CL02099,GVP132,C03790,2025-04-12,10,153.7,698.17,Team B
CL02100,GVP104,C02373,2025-09-05,92,267.6,1174.24,Team C
CL02101,GVP261,C02216,2026-07-15,52,56.1,349.95,Team A
CL02102,GVP214,C03587,2025-01-07,25,73.3,364.21,Team D
CL02103,GVP019,C03238,2026-09-03,13,86.6,521.4,Team D
CL02104,GVP287,C01530,2026-11-29,20,90.3,416.02,Team B
CL02105,GVP286,C01454,2025-03-12,31,111.3,711.04,Team D
CL02106,GVP076,C00646,2025-10-07,37,35.7,267.5,Team B
CL02107,GVP297,C00679,2026-08-13,205,68.3,468.73,Team C
CL02108,GVP057,C02939,2026-01-30,59,50.9,318.5,Team A
CL02109,GVP280,C00102,2026-03-18,65,320,1666.21,Team C
CL02110,GVP262,C00158,2025-06-04,47,119.9,627.23,Team C
CL02111,GVP029,C01364,2026-06-06,56,264.2,1449.18,Team C
CL02112,GVP220,C02500,2025-11-16,56,164.5,900.63,Team D
CL02113,GVP292,C02953,2026-01-27,93,187.3,1072.31,Team A
CL02114,GVP044,C00196,2025-01-23,181,223.3,1238.1,Team B
CL02115,GVP146,C02916,2026-06-07,36,124.5,783.13,Team A
CL02116,GVP074,C03982,2025-05-24,147,66.5,402.64,Team B
CL02117,GVP248,C03104,2025-07-04,30,105.8,685.32,Team A
CL02118,GVP219,C01092,2025-08-21,152,102.0,519.8,Team B
CL02119,GVP287,C00346,2026-01-13,62,81.4,404.4,Team B
CL02120,GVP008,C02753,2025-03-12,27,278.6,1215.69,Team D
CL02121,GVP235,C03974,2025-10-19,86,119.7,660.08,Team D
CL02122,GVP092,C03224,2026-11-21,16,87.3,607.83,Team C
CL02123,GVP244,C00201,2026-03-05,38,47.8,375.61,Team C
CL02124,GVP222,C03198,2025-04-20,23,52.2,321.16,Team C
CL02125,GVP260,C02469,2026-03-26,43,86.2,585.28,Team B
CL02126,GVP088,C02317,2026-01-10,65,297.4,1315.12,Team B
CL02127,GVP263,C00187,2026-07-05,57,257.7,1373.63,Team D
CL02128,GVP155,C01497,2026-06-10,21,135.1,681.46,Team C
CL02129,GVP204,C03171,2025-05-16,80,65.1,376.86,Team D
CL02130,GVP130,C03103,2026-11-06,63,155.8,831.21,Team A
CL02131,GVP262,C02626,2026-08-14,129,190.4,841.98,Team C
CL02132,GVP019,C01042,2025-09-19,138,182.7,989.91,Team A
CL02133,GVP233,C03026,2025-12-01,65,129.2,580.18,Team C
CL02134,GVP140,C02267,2025-12-03,37,142.2,612.21,Team B
CL02135,GVP100,C03524,2026-11-04,100,166.4,827.39,Team A
CL02136,GVP081,C01458,2025-06-04,40,87.7,569.93,Team D
